,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,x0_Arts,x0_Commerce,x0_Science,x1_Comm&Mgmt,x1_Others,x1_Sci&Tech,x2_Mkt&Fin,x2_Mkt&HR
152,1,75.4,0,60.5,0,Science,84.0,Sci&Tech,0,98.0,Mkt&Fin,65.25,1,240000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
153,0,49.0,0,59.0,0,Science,65.0,Sci&Tech,1,86.0,Mkt&Fin,62.48,1,340000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
154,0,53.0,1,63.0,0,Science,60.0,Comm&Mgmt,1,70.0,Mkt&Fin,53.2,1,250000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
155,0,51.57,0,74.66,0,Commerce,59.9,Comm&Mgmt,1,56.15,Mkt&HR,65.99,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
156,0,84.2,1,69.4,0,Science,65.0,Sci&Tech,1,80.0,Mkt&HR,52.72,1,255000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
157,0,66.5,1,62.5,0,Commerce,60.9,Comm&Mgmt,0,93.4,Mkt&Fin,55.03,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
158,0,67.0,0,63.0,0,Science,64.0,Sci&Tech,0,60.0,Mkt&Fin,61.87,0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
159,0,52.0,1,49.0,0,Commerce,58.0,Comm&Mgmt,0,62.0,Mkt&HR,60.59,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
160,0,87.0,1,74.0,0,Science,65.0,Sci&Tech,1,75.0,Mkt&HR,72.29,1,300000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
161,0,55.6,0,51.0,0,Commerce,57.5,Comm&Mgmt,0,57.63,Mkt&HR,62.72,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
162,0,74.2,1,87.6,0,Commerce,77.25,Comm&Mgmt,1,75.2,Mkt&Fin,66.06,1,285000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
163,0,63.0,0,67.0,0,Science,64.0,Sci&Tech,0,75.0,Mkt&Fin,66.46,1,500000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
164,1,67.16,1,72.5,0,Commerce,63.35,Comm&Mgmt,0,53.04,Mkt&Fin,65.52,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
165,1,63.3,1,78.33,0,Commerce,74.0,Comm&Mgmt,0,80.0,Mkt&Fin,74.56,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
166,0,62.0,0,62.0,0,Commerce,60.0,Comm&Mgmt,1,63.0,Mkt&HR,52.38,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
167,0,67.9,0,62.0,0,Science,67.0,Sci&Tech,1,58.1,Mkt&Fin,75.71,0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
168,1,48.0,1,51.0,0,Commerce,58.0,Comm&Mgmt,1,60.0,Mkt&HR,58.79,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
169,0,59.96,0,42.16,0,Science,61.26,Sci&Tech,0,54.48,Mkt&HR,65.48,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
170,1,63.4,0,67.2,0,Commerce,60.0,Comm&Mgmt,0,58.06,Mkt&HR,69.28,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
171,0,80.0,0,80.0,0,Commerce,72.0,Comm&Mgmt,1,63.79,Mkt&Fin,66.04,1,290000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
172,0,73.0,0,58.0,0,Commerce,56.0,Comm&Mgmt,0,84.0,Mkt&HR,52.64,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
173,1,52.0,0,52.0,0,Science,55.0,Sci&Tech,0,67.0,Mkt&HR,59.32,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
174,0,73.24,0,50.83,0,Science,64.27,Sci&Tech,1,64.0,Mkt&Fin,66.23,1,500000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
175,0,63.0,0,62.0,0,Science,65.0,Sci&Tech,0,87.5,Mkt&HR,60.69,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
176,1,59.0,1,60.0,0,Commerce,56.0,Comm&Mgmt,0,55.0,Mkt&HR,57.9,1,220000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
177,1,73.0,1,97.0,0,Commerce,79.0,Comm&Mgmt,1,89.0,Mkt&Fin,70.81,1,650000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
178,0,68.0,0,56.0,0,Science,68.0,Sci&Tech,0,73.0,Mkt&HR,68.07,1,350000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
179,1,77.8,1,64.0,0,Science,64.2,Sci&Tech,0,75.5,Mkt&HR,72.14,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
180,0,65.0,1,71.5,0,Commerce,62.8,Comm&Mgmt,1,57.0,Mkt&Fin,56.6,1,265000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
181,0,62.0,1,60.33,0,Science,64.21,Sci&Tech,0,63.0,Mkt&HR,60.02,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
182,0,52.0,0,65.0,0,Arts,57.0,Others,1,75.0,Mkt&Fin,59.81,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
183,0,65.0,1,77.0,0,Commerce,69.0,Comm&Mgmt,0,60.0,Mkt&HR,61.82,1,276000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
184,1,56.28,0,62.83,0,Commerce,59.79,Comm&Mgmt,0,60.0,Mkt&HR,57.29,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
185,1,88.0,1,72.0,0,Science,78.0,Others,0,82.0,Mkt&HR,71.43,1,252000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
186,1,52.0,1,64.0,0,Commerce,61.0,Comm&Mgmt,0,55.0,Mkt&Fin,62.93,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
187,0,78.5,1,65.5,0,Science,67.0,Sci&Tech,1,95.0,Mkt&Fin,64.86,1,280000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
188,0,61.8,0,47.0,0,Commerce,54.38,Comm&Mgmt,0,57.0,Mkt&Fin,56.13,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
189,1,54.0,1,77.6,0,Commerce,69.2,Comm&Mgmt,0,95.65,Mkt&Fin,66.94,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
190,1,64.0,0,70.2,0,Commerce,61.0,Comm&Mgmt,0,50.0,Mkt&Fin,62.5,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
191,0,67.0,0,61.0,0,Science,72.0,Comm&Mgmt,0,72.0,Mkt&Fin,61.01,1,264000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
192,0,65.2,1,61.4,0,Commerce,64.8,Comm&Mgmt,1,93.4,Mkt&Fin,57.34,1,270000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
193,1,60.0,1,63.0,0,Arts,56.0,Others,1,80.0,Mkt&HR,56.63,1,300000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
194,0,52.0,0,55.0,0,Commerce,56.3,Comm&Mgmt,0,59.0,Mkt&Fin,64.74,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
195,0,66.0,1,76.0,0,Commerce,72.0,Comm&Mgmt,1,84.0,Mkt&HR,58.95,1,275000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
196,0,72.0,0,63.0,0,Science,77.5,Sci&Tech,1,78.0,Mkt&Fin,54.48,1,250000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
197,1,83.96,0,53.0,0,Science,91.0,Sci&Tech,0,59.32,Mkt&HR,69.71,1,260000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
198,1,67.0,1,70.0,0,Commerce,65.0,Others,0,88.0,Mkt&HR,71.96,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
199,0,69.0,0,65.0,0,Commerce,57.0,Comm&Mgmt,0,73.0,Mkt&HR,55.8,1,265000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
200,0,69.0,0,60.0,0,Commerce,65.0,Comm&Mgmt,0,87.55,Mkt&Fin,52.81,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
201,0,54.2,1,63.0,0,Science,58.0,Comm&Mgmt,0,79.0,Mkt&HR,58.44,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
202,0,70.0,1,63.0,0,Science,66.0,Sci&Tech,0,61.28,Mkt&HR,60.11,1,240000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
203,0,55.68,0,61.33,0,Commerce,56.87,Comm&Mgmt,0,66.0,Mkt&HR,58.3,1,260000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
204,1,74.0,0,73.0,0,Commerce,73.0,Comm&Mgmt,1,80.0,Mkt&Fin,67.69,1,210000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
205,0,61.0,0,62.0,0,Commerce,65.0,Comm&Mgmt,0,62.0,Mkt&Fin,56.81,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
206,0,41.0,1,42.0,0,Science,60.0,Comm&Mgmt,0,97.0,Mkt&Fin,53.39,0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
207,0,83.33,1,78.0,0,Commerce,61.0,Comm&Mgmt,1,88.56,Mkt&Fin,71.55,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
208,1,43.0,1,60.0,0,Science,65.0,Comm&Mgmt,0,92.66,Mkt&HR,62.92,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
209,0,62.0,1,72.0,0,Commerce,65.0,Comm&Mgmt,0,67.0,Mkt&Fin,56.49,1,216000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
210,0,80.6,0,82.0,0,Commerce,77.6,Comm&Mgmt,0,91.0,Mkt&Fin,74.49,1,400000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
211,0,58.0,0,60.0,0,Science,72.0,Sci&Tech,0,74.0,Mkt&Fin,53.62,1,275000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
212,0,67.0,0,67.0,0,Commerce,73.0,Comm&Mgmt,1,59.0,Mkt&Fin,69.72,1,295000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
213,1,74.0,0,66.0,0,Commerce,58.0,Comm&Mgmt,0,70.0,Mkt&HR,60.23,1,204000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
214,0,62.0,1,58.0,0,Science,53.0,Comm&Mgmt,0,89.0,Mkt&HR,60.22,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
